date,price,type,Continuous-target,class-target
03/10/2018,291.76,close,-0.58,0
04/10/2018,291.18,open,-1.65,0
04/10/2018,289.53,close,0.16,1
05/10/2018,289.69,open,-1.88,0
05/10/2018,287.81,close,-0.76,0
08/10/2018,287.05,open,0.75,1
08/10/2018,287.8,close,-0.41,0
09/10/2018,287.39,open,0.09,1
09/10/2018,287.48,close,-0.65,0
10/10/2018,286.83,open,-8.56,0
10/10/2018,278.27,close,-1.19,0
11/10/2018,277.08,open,-4.54,0
11/10/2018,272.54,close,4.23,1
12/10/2018,276.77,open,-0.76,0
12/10/2018,276.01,close,-0.46,0
15/10/2018,275.55,open,-1.06,0
15/10/2018,274.49,close,2.11,1
16/10/2018,276.6,open,3.64,1
16/10/2018,280.24,close,0.2,1
17/10/2018,280.44,open,-0.02,0
17/10/2018,280.42,close,-1.02,0
18/10/2018,279.4,open,-3.01,0
18/10/2018,276.39,close,0.74,1
19/10/2018,277.13,open,-0.9503,0
19/10/2018,276.1797,close,0.8203,1
22/10/2018,277,open,-1.97,0
22/10/2018,275.03,close,-4.08,0
23/10/2018,270.95,open,2.57,1
23/10/2018,273.52,close,-0.19,0
24/10/2018,273.33,open,-8.12,0
24/10/2018,265.21,close,2.17,1
25/10/2018,267.38,open,2.63,1
25/10/2018,270.01,close,-4.12,0
26/10/2018,265.89,open,-0.67,0
26/10/2018,265.22,close,3.58,1
29/10/2018,268.8,open,-5.11,0
29/10/2018,263.69,close,-0.02,0
30/10/2018,263.67,open,4.21,1
30/10/2018,267.88,close,2.77,1
31/10/2018,270.65,open,0.04,1
31/10/2018,270.69,close,0.91,1
01/11/2018,271.6,open,1.77,1
01/11/2018,273.37,close,1.38,1
02/11/2018,274.75,open,-2.95,0
02/11/2018,271.8,close,0.65,1
05/11/2018,272.45,open,1.02,1
05/11/2018,273.47,close,-0.15,0
06/11/2018,273.32,open,1.79,1
06/11/2018,275.11,close,2.45,1
07/11/2018,277.56,open,3.44,1
07/11/2018,281,close,-0.89,0
08/11/2018,280.11,open,0.37,1
08/11/2018,280.48,close,-1.45,0
09/11/2018,279.03,open,-1.21,0
09/11/2018,277.82,close,-0.63,0
12/11/2018,277.19,open,-4.7105,0
12/11/2018,272.4795,close,0.5905,1
13/11/2018,273.07,open,-1.03,0
13/11/2018,272.04,close,2.12,1
14/11/2018,274.16,open,-4.01,0
14/11/2018,270.15,close,-1.37,0
15/11/2018,268.78,open,4.23,1
15/11/2018,273.01,close,-1.22,0
16/11/2018,271.79,open,1.94,1
16/11/2018,273.73,close,-0.68,0
19/11/2018,273.05,open,-3.93,0
19/11/2018,269.12,close,-3.76,0
20/11/2018,265.36,open,-1.21,0
20/11/2018,264.15,close,1.71,1
21/11/2018,265.86,open,-0.83,0
21/11/2018,265.03,close,-1.85,0
23/11/2018,263.18,open,0.14,1
23/11/2018,263.32,close,2.48,1
26/11/2018,265.8,open,1.63,1
26/11/2018,267.43,close,-1.09,0
27/11/2018,266.34,open,1.95,1
27/11/2018,268.29,close,1.31,1
28/11/2018,269.6,open,4.76,1
28/11/2018,274.36,close,-0.65,0
29/11/2018,273.71,open,0.24,1
29/11/2018,273.95,close,-0.14,0
30/11/2018,273.81,open,1.875,1
30/11/2018,275.685,close,4.615,1
03/12/2018,280.3,open,-1.04,0
03/12/2018,279.26,close,-0.89,0
04/12/2018,278.37,open,-7.98,0
04/12/2018,270.39,close,-4.47,0
06/12/2018,265.92,open,3.85,1
06/12/2018,269.77,close,-0.31,0
07/12/2018,269.46,open,-5.8,0
07/12/2018,263.66,close,-0.29,0
10/12/2018,263.37,open,0.7,1
10/12/2018,264.07,close,3.59,1
11/12/2018,267.66,open,-3.55,0
11/12/2018,264.11,close,3.36,1
12/12/2018,267.47,open,-1.94,0
12/12/2018,265.53,close,0.99,1
13/12/2018,266.52,open,-1.14,0
13/12/2018,265.38,close,-2.42,0
14/12/2018,262.96,open,-2.39,0
14/12/2018,260.57,close,-1.17,0
17/12/2018,259.4,open,-4.23,0
17/12/2018,255.17,close,2.03,1
18/12/2018,257.2,open,-2.09,0
18/12/2018,255.11,close,0.06,1
19/12/2018,255.17,open,-4.13,0
19/12/2018,251.04,close,-1.16,0
20/12/2018,249.88,open,-2.77,0
20/12/2018,247.11,close,-0.37,0
21/12/2018,246.74,open,-6.13,0
21/12/2018,240.61,close,-1.57,0
24/12/2018,239.04,open,-4.67,0
24/12/2018,234.37,close,1.6,1
26/12/2018,235.97,open,9.9395,1
26/12/2018,245.9095,close,-3.3495,0
27/12/2018,242.56,open,5.65,1
27/12/2018,248.21,close,1.37,1
28/12/2018,249.58,open,-1.85,0
28/12/2018,247.73,close,1.81,1
31/12/2018,249.54,open,0.54,1
31/12/2018,250.08,close,-4.1,0
02/01/2019,245.98,open,4.25,1
02/01/2019,250.23,close,-2,0
03/01/2019,248.23,open,-4.08,0
03/01/2019,244.15,close,3.44,1
04/01/2019,247.59,open,4.8,1
04/01/2019,252.39,close,0.31,1
07/01/2019,252.7,open,1.59,1
07/01/2019,254.29,close,2.53,1
08/01/2019,256.82,open,-0.2,0
08/01/2019,256.62,close,0.94,1
09/01/2019,257.56,open,0.36,1
09/01/2019,257.92,close,-1.66,0
10/01/2019,256.26,open,2.72,1
10/01/2019,258.98,close,-1.3,0
11/01/2019,257.68,open,1.13,1
11/01/2019,258.81,close,-1.95,0
14/01/2019,256.86,open,0.49,1
14/01/2019,257.35,close,0.47,1
15/01/2019,257.82,open,2.41,1
15/01/2019,260.23,close,0.6,1
16/01/2019,260.83,open,0.13,1
16/01/2019,260.96,close,-0.95,0
17/01/2019,260.01,open,2.99,1
17/01/2019,263,close,1.98,1
18/01/2019,264.98,open,1.44,1
18/01/2019,266.42,close,-1.6,0
22/01/2019,264.82,open,-1.88,0
22/01/2019,262.94,close,1.07,1
23/01/2019,264.01,open,-0.66,0
23/01/2019,263.35,close,-0.14,0
24/01/2019,263.21,open,0.39,1
24/01/2019,263.6,close,2.01,1
25/01/2019,265.61,open,0.17,1
25/01/2019,265.78,close,-2.38,0
28/01/2019,263.4,open,0.38,1
28/01/2019,263.78,close,0.14,1
29/01/2019,263.92,open,-0.4,0
29/01/2019,263.52,close,1.58,1
30/01/2019,265.1,open,2.34,1
30/01/2019,267.44,close,0.05,1
31/01/2019,267.49,open,2.32,1
31/01/2019,269.81,close,0.34,1
01/02/2019,270.15,open,-0.07,0
01/02/2019,270.08,close,0.03,1
04/02/2019,270.11,open,1.9,1
04/02/2019,272.01,close,0.44,1
05/02/2019,272.45,open,0.71,1
05/02/2019,273.16,close,-0.37,0
06/02/2019,272.79,open,0.04,1
06/02/2019,272.83,close,-1.9,0
07/02/2019,270.93,open,-0.76,0
07/02/2019,270.17,close,-1.42,0
08/02/2019,268.75,open,1.79,1
08/02/2019,270.54,close,0.66,1
11/02/2019,271.2,open,-0.51,0
11/02/2019,270.69,close,1.73,1
12/02/2019,272.42,open,1.64,1
12/02/2019,274.06,close,0.97,1
13/02/2019,275.03,open,-0.08,0
13/02/2019,274.95,close,-1.17,0
14/02/2019,273.78,open,0.68,1
14/02/2019,274.46,close,1.9,1
15/02/2019,276.36,open,1.02,1
15/02/2019,277.38,close,-0.9,0
19/02/2019,276.48,open,1.4,1
19/02/2019,277.88,close,-0.07,0
20/02/2019,277.81,open,0.62,1
20/02/2019,278.43,close,-0.73,0
21/02/2019,277.7,open,-0.24,0
21/02/2019,277.46,close,0.65,1
22/02/2019,278.11,open,1.05,1
22/02/2019,279.16,close,1.57,1
25/02/2019,280.73,open,-1.14,0
25/02/2019,279.59,close,-0.46,0
26/02/2019,279.13,open,0.21,1
26/02/2019,279.34,close,-0.82,0
27/02/2019,278.52,open,0.66,1
27/02/2019,279.18,close,-0.22,0
28/02/2019,278.96,open,-0.31,0
28/02/2019,278.65,close,1.79,1
01/03/2019,280.44,open,-0.03,0
01/03/2019,280.41,close,1.19,1
04/03/2019,281.6,open,-2.22,0
04/03/2019,279.38,close,0.16,1
05/03/2019,279.54,open,-0.48,0
05/03/2019,279.06,close,0.09,1
06/03/2019,279.15,open,-1.81,0
06/03/2019,277.34,close,-0.51,0
07/03/2019,276.83,open,-1.7,0
07/03/2019,275.13,close,-2.19,0
08/03/2019,272.94,open,1.55,1
08/03/2019,274.49,close,0.77,1
11/03/2019,275.26,open,3.22,1
11/03/2019,278.48,close,0.58,1
12/03/2019,279.06,open,0.38,1
12/03/2019,279.44,close,1.04,1
13/03/2019,280.48,open,0.85,1
13/03/2019,281.33,close,0.05,1
14/03/2019,281.38,open,-0.18,0
14/03/2019,281.2,close,-0.66,0
15/03/2019,280.54,open,0.8,1
15/03/2019,281.34,close,0.21,1
18/03/2019,281.55,open,0.87,1
18/03/2019,282.42,close,1.09,1
19/03/2019,283.51,open,-1,0
19/03/2019,282.51,close,-0.35,0
20/03/2019,282.16,open,-0.66,0
20/03/2019,281.5,close,-0.86,0
21/03/2019,280.64,open,3.94,1
21/03/2019,284.58,close,-1.36,0
22/03/2019,283.22,open,-3.88,0
22/03/2019,279.34,close,-0.46,0
25/03/2019,278.88,open,0.12,1
25/03/2019,279,close,1.99,1
26/03/2019,280.99,open,0.05,1
26/03/2019,281.04,close,0.07,1
27/03/2019,281.11,open,-1.56,0
27/03/2019,279.55,close,0.8,1
28/03/2019,280.35,open,0.36,1
28/03/2019,280.71,close,1.68,1
29/03/2019,282.39,open,0.06,1
29/03/2019,282.45,close,2.26,1
01/04/2019,284.71,open,1.03,1
01/04/2019,285.74,close,0.3,1
02/04/2019,286.04,open,-0.05,0
02/04/2019,285.99,close,1.33,1
03/04/2019,287.32,open,-0.87,0
03/04/2019,286.45,close,0.33,1
04/04/2019,286.78,open,0.4,1
04/04/2019,287.18,close,0.74,1
05/04/2019,287.92,open,0.6,1
05/04/2019,288.52,close,-0.42,0
08/04/2019,288.1,open,0.7,1
08/04/2019,288.8,close,-1.08,0
09/04/2019,287.72,open,-0.39,0
09/04/2019,287.33,close,0.44,1
10/04/2019,287.77,open,0.52,1
10/04/2019,288.29,close,0.54,1
11/04/2019,288.83,open,-0.6,0
11/04/2019,288.23,close,1.77,1
12/04/2019,290,open,0.13,1
12/04/2019,290.13,close,0.11,1
15/04/2019,290.24,open,-0.26,0
15/04/2019,289.98,close,0.96,1
16/04/2019,290.94,open,-0.7695,0
16/04/2019,290.1705,close,1.2295,1
17/04/2019,291.4,open,-1.93,0
17/04/2019,289.47,close,0.63,1
18/04/2019,290.1,open,-0.11,0
18/04/2019,289.99,close,-0.82,0
22/04/2019,289.17,open,1.13,1
22/04/2019,290.3,close,0.38,1
23/04/2019,290.68,open,2.21,1
23/04/2019,292.89,close,-0.1,0
24/04/2019,292.79,open,-0.58,0
24/04/2019,292.21,close,-0.09,0
25/04/2019,292.12,open,0.01,1
25/04/2019,292.13,close,-0.03,0
26/04/2019,292.1,open,1.31,1
26/04/2019,293.41,close,0.08,1
29/04/2019,293.49,open,0.29,1
29/04/2019,293.78,close,-0.29,0
30/04/2019,293.49,open,0.38,1
30/04/2019,293.87,close,0.85,1
01/05/2019,294.72,open,-2.9,0
01/05/2019,291.82,close,-0.14,0
02/05/2019,291.68,open,-0.55,0
02/05/2019,291.13,close,1.69,1
03/05/2019,292.82,open,1.16,1
03/05/2019,293.98,close,-4.73,0
06/05/2019,289.25,open,3.58,1
06/05/2019,292.83,close,-2.68,0
07/05/2019,290.15,open,-2.1,0
07/05/2019,288.05,close,-0.52,0
08/05/2019,287.53,open,0.2,1
08/05/2019,287.73,close,-2.5,0
09/05/2019,285.23,open,1.44,1
09/05/2019,286.67,close,-1.05,0
10/05/2019,285.62,open,2.41,1
10/05/2019,288.03,close,-5.61,0
13/05/2019,282.42,open,-1.4295,0
13/05/2019,280.9905,close,0.9995,1
14/05/2019,281.99,open,1.39,1
14/05/2019,283.38,close,-1.79,0
15/05/2019,281.59,open,3.56,1
15/05/2019,285.15,close,0.69,1
16/05/2019,285.84,open,1.84,1
16/05/2019,287.68,close,-2.54,0
17/05/2019,285.14,open,0.8,1
17/05/2019,285.94,close,-1.88,0
20/05/2019,284.06,open,-0.1,0
20/05/2019,283.96,close,1.87,1
21/05/2019,285.83,open,0.65,1
21/05/2019,286.48,close,-1.03,0
22/05/2019,285.45,open,0.17,1
22/05/2019,285.62,close,-2.46,0
23/05/2019,283.16,open,-0.97,0
23/05/2019,282.19,close,1.55,1
24/05/2019,283.74,open,-0.79,0
24/05/2019,282.95,close,0.14,1
28/05/2019,283.09,open,-2.78,0
28/05/2019,280.31,close,-1.4,0
29/05/2019,278.91,open,-0.65,0
29/05/2019,278.26,close,0.85,1
30/05/2019,279.11,open,-0.13,0
30/05/2019,278.98,close,-2.77,0
31/05/2019,276.21,open,-0.84,0
31/05/2019,275.37,close,-0.05,0
03/06/2019,275.32,open,-0.71,0
03/06/2019,274.61,close,2.51,1
04/06/2019,277.12,open,3.37,1
04/06/2019,280.49,close,1.84,1
05/06/2019,282.33,open,0.54,1
05/06/2019,282.87,close,0.42,1
06/06/2019,283.29,open,1.49,1
06/06/2019,284.78,close,1.15,1
07/06/2019,285.93,open,1.65,1
07/06/2019,287.58,close,1.79,1
10/06/2019,289.37,open,-0.4395,0
10/06/2019,288.9305,close,2.0595,1
11/06/2019,290.99,open,-2.08,0
11/06/2019,288.91,close,-0.27,0
12/06/2019,288.64,open,-0.34,0
12/06/2019,288.3,close,1.1,1
13/06/2019,289.4,open,0.18,1
13/06/2019,289.58,close,-0.32,0
14/06/2019,289.26,open,-0.03,0
14/06/2019,289.23,close,0.29,1
17/06/2019,289.52,open,-0.05,0
17/06/2019,289.47,close,1.91,1
18/06/2019,291.38,open,0.94,1
18/06/2019,292.32,close,0.23,1
19/06/2019,292.55,open,0.46,1
19/06/2019,293.01,close,3.03,1
20/06/2019,296.04,open,-0.16,0
20/06/2019,295.88,close,-1.75,0
21/06/2019,294.13,open,-0.13,0
21/06/2019,294,close,0.23,1
24/06/2019,294.23,open,-0.57,0
24/06/2019,293.66,close,0.04,1
25/06/2019,293.7,open,-2.92,0
25/06/2019,290.78,close,0.97,1
26/06/2019,291.75,open,-1.24,0
26/06/2019,290.51,close,0.8,1
27/06/2019,291.31,open,0.21,1
27/06/2019,291.52,close,1.06,1
28/06/2019,292.58,open,0.52,1
28/06/2019,293.1,close,3.58,1
01/07/2019,296.68,open,-1.1,0
01/07/2019,295.58,close,0.03,1
02/07/2019,295.61,open,0.83,1
02/07/2019,296.44,close,0.74,1
03/07/2019,297.18,open,1.62,1
03/07/2019,298.8,close,-1.35,0
05/07/2019,297.45,open,0.82,1
05/07/2019,298.27,close,-1.26,0
08/07/2019,297.01,open,-0.15,0
08/07/2019,296.86,close,-1.32,0
09/07/2019,295.54,open,1.69,1
09/07/2019,297.23,close,1.14,1
10/07/2019,298.37,open,0.24,1
10/07/2019,298.61,close,0.71,1
11/07/2019,299.32,open,0,1
11/07/2019,299.32,close,0.53,1
12/07/2019,299.85,open,0.8,1
12/07/2019,300.65,close,0.48,1
15/07/2019,301.13,open,-0.29,0
15/07/2019,300.84,close,-0.18,0
16/07/2019,300.66,open,-0.88,0
16/07/2019,299.78,close,-0.03,0
17/07/2019,299.75,open,-1.97,0
17/07/2019,297.78,close,-0.59,0
18/07/2019,297.19,open,1.68,1
18/07/2019,298.87,close,1.17,1
19/07/2019,300.04,open,-2.78,0
19/07/2019,297.26,close,0.35,1
22/07/2019,297.61,open,0.2,1
22/07/2019,297.81,close,1.34,1
23/07/2019,299.15,open,0.83,1
23/07/2019,299.98,close,-0.79,0
24/07/2019,299.19,open,2.21,1
24/07/2019,301.4,close,-0.46,0
25/07/2019,300.94,open,-0.97,0
25/07/2019,299.97,close,0.79,1
26/07/2019,300.76,open,1.2,1
26/07/2019,301.96,close,-0.08,0
29/07/2019,301.88,open,-0.39,0
29/07/2019,301.49,close,-1.58,0
30/07/2019,299.91,open,0.88,1
30/07/2019,300.79,close,0.2,1
31/07/2019,300.99,open,-3.59,0
31/07/2019,297.4,close,0.2,1
01/08/2019,297.6,open,-2.6,0
01/08/2019,295,close,-1.15,0
02/08/2019,293.85,open,-1.23,0
02/08/2019,292.62,close,-4.53,0
05/08/2019,288.09,open,-4.04,0
05/08/2019,284.05,close,1.86,1
06/08/2019,285.91,open,1.82,1
06/08/2019,287.73,close,-3.33,0
07/08/2019,284.4,open,3.76,1
07/08/2019,288.16,close,1.46,1
08/08/2019,289.62,open,3.97,1
08/08/2019,293.59,close,-1.01,0
09/08/2019,292.58,open,-0.98,0
09/08/2019,291.6,close,-1.64,0
12/08/2019,289.96,open,-1.89,0
12/08/2019,288.07,close,-0.33,0
13/08/2019,287.74,open,4.68,1
13/08/2019,292.42,close,-4.35,0
14/08/2019,288.07,open,-4.05,0
14/08/2019,284.02,close,0.86,1
15/08/2019,284.88,open,-0.23,0
15/08/2019,284.65,close,1.83,1
16/08/2019,286.48,open,2.33,1
16/08/2019,288.81,close,3.38,1
19/08/2019,292.19,open,0.13,1
19/08/2019,292.32,close,-0.55,0
20/08/2019,291.77,open,-1.75,0
20/08/2019,290.02,close,2.46,1
21/08/2019,292.48,open,-0.07,0
21/08/2019,292.41,close,0.82,1
22/08/2019,293.23,open,-0.9,0
22/08/2019,292.33,close,-1.41,0
23/08/2019,290.92,open,-6.04,0
23/08/2019,284.88,close,2.39,1
26/08/2019,287.27,open,0.68,1
26/08/2019,287.95,close,1.59,1
27/08/2019,289.54,open,-2.84,0
27/08/2019,286.7,close,-0.56,0
28/08/2019,286.14,open,2.7,1
28/08/2019,288.84,close,2.88,1
29/08/2019,291.72,open,0.86,1
29/08/2019,292.58,close,1.64,1
30/08/2019,294.22,open,-1.7673,0
30/08/2019,292.4527,close,-1.8827,0
03/09/2019,290.57,open,0.18,1
03/09/2019,290.75,close,2.39,1
04/09/2019,293.14,open,0.83,1
04/09/2019,293.97,close,2.82,1
05/09/2019,296.79,open,0.96,1
05/09/2019,297.75,close,0.42,1
06/09/2019,298.17,open,-0.12,0
06/09/2019,298.05,close,1.09,1
09/09/2019,299.14,open,-0.94,0
09/09/2019,298.2,close,-0.84,0
10/09/2019,297.36,open,0.73,1
10/09/2019,298.09,close,0.38,1
11/09/2019,298.47,open,1.84,1
11/09/2019,300.31,close,0.94,1
12/09/2019,301.25,open,0.11,1
12/09/2019,301.36,close,0.42,1
13/09/2019,301.78,open,-0.79,0
13/09/2019,300.99,close,-1.15,0
16/09/2019,299.84,open,0.37,1
16/09/2019,300.21,close,-0.27,0
17/09/2019,299.94,open,1.01,1
17/09/2019,300.95,close,-0.46,0
18/09/2019,300.49,open,0.61,1
18/09/2019,301.1,close,0.43,1
19/09/2019,301.53,open,-0.46,0
19/09/2019,301.07,close,-0.71,0
20/09/2019,300.36,open,-2.28,0
20/09/2019,298.08,close,-0.53,0
23/09/2019,297.55,open,0.75,1
23/09/2019,298.3,close,1.11,1
24/09/2019,299.41,open,-3.49,0
24/09/2019,295.92,close,0.04,1
25/09/2019,295.96,open,1.65,1
25/09/2019,297.61,close,0.02,1
26/09/2019,297.63,open,-0.63,0
26/09/2019,297,close,0.83,1
27/09/2019,297.83,open,-2.42,0
27/09/2019,295.41,close,0.56,1
30/09/2019,295.97,open,0.8205,1
30/09/2019,296.7905,close,0.9495,1
01/10/2019,297.74,open,-4.42,0
01/10/2019,293.32,close,-1.84,0
02/10/2019,291.48,open,-3.32,0
02/10/2019,288.16,close,-0.35,0
03/10/2019,287.81,open,2.64,1
03/10/2019,290.45,close,0.69,1
04/10/2019,291.14,open,3.16,1
04/10/2019,294.3,close,-0.83,0
07/10/2019,293.47,open,-0.37,0
07/10/2019,293.1,close,-2.06,0
08/10/2019,291.04,open,-2.38,0
08/10/2019,288.66,close,2.09,1
09/10/2019,290.75,open,0.37,1
09/10/2019,291.12,close,0.06,1
10/10/2019,291.18,open,2.11,1
10/10/2019,293.29,close,2.98,1
11/10/2019,296.27,open,-0.02,0
11/10/2019,296.25,close,-0.32,0
14/10/2019,295.93,open,0.1,1
14/10/2019,296.03,close,1.07,1
15/10/2019,297.1,open,1.78,1
15/10/2019,298.88,close,-0.51,0
16/10/2019,298.37,open,0.09,1
16/10/2019,298.46,close,1.21,1
17/10/2019,299.67,open,-0.46,0
17/10/2019,299.21,close,-0.52,0
18/10/2019,298.69,open,-0.6,0
18/10/2019,298.09,close,1.33,1
21/10/2019,299.42,open,0.61,1
21/10/2019,300.03,close,0.55,1
22/10/2019,300.58,open,-1.59,0
22/10/2019,298.99,close,-0.26,0
23/10/2019,298.73,open,1.1,1
23/10/2019,299.83,close,1.08,1
24/10/2019,300.91,open,-0.49,0
24/10/2019,300.42,close,-0.68,0
25/10/2019,299.74,open,1.85,1
25/10/2019,301.59,close,1.35,1
28/10/2019,302.94,open,0.4,1
28/10/2019,303.34,close,-0.34,0
29/10/2019,303,open,0.14,1
29/10/2019,303.14,close,0.29,1
30/10/2019,303.43,open,0.78,1
30/10/2019,304.21,close,-0.09,0
31/10/2019,304.12,open,-0.79,0
31/10/2019,303.33,close,1.59,1
01/11/2019,304.92,open,1.25,1
01/11/2019,306.17,close,1.69,1
04/11/2019,307.86,open,-0.49,0
04/11/2019,307.37,close,0.22,1
05/11/2019,307.59,open,-0.55,0
05/11/2019,307.04,close,-0.01,0
06/11/2019,307.03,open,0.04,1
06/11/2019,307.07,close,1.5,1
07/11/2019,308.57,open,-0.36,0
07/11/2019,308.21,close,-0.41,0
08/11/2019,307.8,open,1.13,1
08/11/2019,308.93,close,-1.51,0
11/11/2019,307.42,open,0.94,1
11/11/2019,308.36,close,0.39,1
12/11/2019,308.75,open,0.21,1
12/11/2019,308.96,close,-1.05,0
13/11/2019,307.91,open,1.24,1
13/11/2019,309.15,close,-0.36,0
14/11/2019,308.79,open,0.75,1
14/11/2019,309.54,close,1.48,1
15/11/2019,311.02,open,0.79,1
15/11/2019,311.81,close,-0.28,0
18/11/2019,311.53,open,0.45,1
18/11/2019,311.98,close,0.7,1
19/11/2019,312.68,open,-0.77,0
19/11/2019,311.91,close,-0.63,0
20/11/2019,311.28,open,-0.47,0
20/11/2019,310.81,close,0.08,1
21/11/2019,310.89,open,-0.59,0
21/11/2019,310.3,close,0.79,1
22/11/2019,311.09,open,-0.07,0
22/11/2019,311.02,close,0.96,1
25/11/2019,311.98,open,1.35,1
25/11/2019,313.33,close,0.08,1
26/11/2019,313.41,open,0.58,1
26/11/2019,313.99,close,0.62,1
27/11/2019,314.61,open,0.81,1
27/11/2019,315.42,close,-0.56,0
29/11/2019,314.86,open,-0.53,0
29/11/2019,314.33,close,0.26,1
02/12/2019,314.59,open,-2.93,0
02/12/2019,311.66,close,-3.01,0
03/12/2019,308.65,open,0.86,1
03/12/2019,309.51,close,1.19,1
04/12/2019,310.7,open,0.8,1
04/12/2019,311.5,close,0.73,1
05/12/2019,312.23,open,-0.14,0
05/12/2019,312.09,close,2.03,1
06/12/2019,314.12,open,0.71,1
06/12/2019,314.83,close,-0.39,0
09/12/2019,314.44,open,-0.55,0
09/12/2019,313.89,close,-0.07,0
10/12/2019,313.82,open,-0.24,0
10/12/2019,313.58,close,0.45,1
11/12/2019,314.03,open,0.3,1
11/12/2019,314.33,close,0.1,1
12/12/2019,314.43,open,2.65,1
12/12/2019,317.08,close,-0.21,0
13/12/2019,316.87,open,0.42,1
13/12/2019,317.29,close,1.93,1
16/12/2019,319.22,open,0.27,1
16/12/2019,319.49,close,0.43,1
17/12/2019,319.92,open,-0.3705,0
17/12/2019,319.5495,close,0.4505,1
18/12/2019,320,open,-0.44,0
18/12/2019,319.56,close,0.24,1
19/12/2019,319.8,open,1.07,1
19/12/2019,320.87,close,-0.38,0
20/12/2019,320.49,open,0.37,1
20/12/2019,320.86,close,0.73,1
23/12/2019,321.59,open,-0.32,0
23/12/2019,321.27,close,0.2,1
24/12/2019,321.47,open,-0.23,0
24/12/2019,321.24,close,0.41,1
26/12/2019,321.65,open,1.29,1
26/12/2019,322.94,close,0.8,1
27/12/2019,323.74,open,-0.89,0
27/12/2019,322.85,close,0.1,1
30/12/2019,322.95,open,-1.82,0
30/12/2019,321.13,close,-0.6,0
31/12/2019,320.53,open,1.32,1
31/12/2019,321.85,close,1.69,1
02/01/2020,323.54,open,1.33,1
02/01/2020,324.87,close,-3.71,0
03/01/2020,321.16,open,1.27,1
03/01/2020,322.43,close,-1.94,0
06/01/2020,320.49,open,3.24,1
06/01/2020,323.73,close,-0.71,0
07/01/2020,323.02,open,-0.28,0
07/01/2020,322.74,close,0.2,1
08/01/2020,322.94,open,1.48,1
08/01/2020,324.42,close,1.74,1
09/01/2020,326.16,open,0.43,1
09/01/2020,326.59,close,0.6999,1
10/01/2020,327.2899,open,-1.6499,0
10/01/2020,325.64,close,0.75,1
13/01/2020,326.39,open,1.53,1
13/01/2020,327.92,close,-0.45,0
14/01/2020,327.47,open,-0.05,0
14/01/2020,327.42,close,-0.07,0
15/01/2020,327.35,open,0.81,1
15/01/2020,328.16,close,1.54,1
16/01/2020,329.7,open,1.16,1
16/01/2020,330.86,close,0.84,1
17/01/2020,331.7,open,0.31,1
17/01/2020,332.01,close,-1.11,0
21/01/2020,330.9,open,0.39,1
21/01/2020,331.29,close,0.95,1
22/01/2020,332.24,open,-0.89,0
22/01/2020,331.35,close,-0.72,0
23/01/2020,330.63,open,1.17,1
23/01/2020,331.8,close,0.64,1
24/01/2020,332.44,open,-3.68,0
24/01/2020,328.76,close,-5.73,0
27/01/2020,323.03,open,0.48,1
27/01/2020,323.51,close,1.56,1
28/01/2020,325.07,open,1.81,1
28/01/2020,326.88,close,1.5,1
29/01/2020,328.38,open,-1.76,0
29/01/2020,326.62,close,-2.26,0
30/01/2020,324.36,open,3.26,1
30/01/2020,327.62,close,-0.62,0
31/01/2020,327,open,-5.25,0
31/01/2020,321.75,close,1.6,1
03/02/2020,323.35,open,0.77,1
03/02/2020,324.12,close,3.95,1
04/02/2020,328.07,open,0.99,1
04/02/2020,329.06,close,3.21,1
05/02/2020,332.27,open,0.57,1
05/02/2020,332.84,close,1.07,1
06/02/2020,333.91,open,0.02,1
06/02/2020,333.93,close,-1.11,0
07/02/2020,332.82,open,-0.58,0
07/02/2020,332.24,close,-1,0
10/02/2020,331.24,open,3.51,1
10/02/2020,334.75,close,1.41,1
11/02/2020,336.16,open,-0.89,0
11/02/2020,335.27,close,1.58,1
12/02/2020,336.85,open,0.59,1
12/02/2020,337.44,close,-1.5779,0
13/02/2020,335.8621,open,1.3079,1
13/02/2020,337.17,close,0.34,1
14/02/2020,337.51,open,0.09,1
14/02/2020,337.6,close,-1.09,0
18/02/2020,336.51,open,0.22,1
18/02/2020,336.73,close,1.06,1
19/02/2020,337.79,open,0.53,1
19/02/2020,338.32,close,-0.5777,0
20/02/2020,337.7423,open,-0.7523,0
20/02/2020,336.99,close,-1.52,0
21/02/2020,335.47,open,-2.02,0
21/02/2020,333.45,close,-10.31,0
24/02/2020,323.14,open,-0.72,0
24/02/2020,322.42,close,1.52,1
25/02/2020,323.94,open,-11.35,0
25/02/2020,312.59,close,1.59,1
26/02/2020,314.18,open,-2.57,0
26/02/2020,311.61,close,-6.15,0
27/02/2020,305.46,open,-7.76,0
27/02/2020,297.7,close,-9,0
28/02/2020,288.7,open,7.54,1
28/02/2020,296.24,close,1.97,1
02/03/2020,298.21,open,10.69,1
02/03/2020,308.9,close,0.6,1
03/03/2020,309.5,open,-9.18,0
03/03/2020,300.32,close,5.8,1
04/03/2020,306.12,open,6.93,1
04/03/2020,313.05,close,-8.08,0
05/03/2020,304.97,open,-2.46,0
05/03/2020,302.51,close,-9.36,0
06/03/2020,293.15,open,4.28,1
06/03/2020,297.43,close,-22.13,0
09/03/2020,275.3,open,1.02,1
09/03/2020,276.32,close,8.32,1
10/03/2020,284.64,open,3.77,1
