date,price,type,Continuous-target,class-target
02/05/2017,238.76,close,-0.47,0
03/05/2017,238.29,open,0.23,1
03/05/2017,238.52,close,0.31,1
04/05/2017,238.83,open,-0.09,0
04/05/2017,238.74,close,0.45,1
05/05/2017,239.19,open,0.49,1
05/05/2017,239.68,close,0.07,1
08/05/2017,239.75,open,-0.08,0
08/05/2017,239.67,close,0.29,1
09/05/2017,239.96,open,-0.52,0
09/05/2017,239.44,close,-0.05,0
10/05/2017,239.39,open,0.47,1
10/05/2017,239.86,close,-0.51,0
11/05/2017,239.35,open,0.1092,1
11/05/2017,239.4592,close,-0.3792,0
12/05/2017,239.08,open,-0.03,0
12/05/2017,239.05,close,0.42,1
15/05/2017,239.47,open,0.7597,1
15/05/2017,240.2297,close,0.4103,1
16/05/2017,240.64,open,-0.55,0
16/05/2017,240.09,close,-1.99,0
17/05/2017,238.1,open,-2.1708,0
17/05/2017,235.9292,close,-0.1992,0
18/05/2017,235.73,open,1.03,1
18/05/2017,236.76,close,0.57,1
19/05/2017,237.33,open,0.94,1
19/05/2017,238.27,close,0.63,1
22/05/2017,238.9,open,0.62,1
22/05/2017,239.52,close,0.43,1
23/05/2017,239.95,open,0.08,1
23/05/2017,240.03,close,0.29,1
24/05/2017,240.32,open,0.24,1
24/05/2017,240.56,close,0.64,1
25/05/2017,241.2,open,0.54,1
25/05/2017,241.74,close,-0.2,0
26/05/2017,241.54,open,0.19,1
26/05/2017,241.73,close,-0.39,0
30/05/2017,241.34,open,0.19,1
30/05/2017,241.53,close,0.31,1
31/05/2017,241.84,open,-0.42,0
31/05/2017,241.42,close,0.55,1
01/06/2017,241.97,open,1.33,1
01/06/2017,243.3,close,0.12,1
02/06/2017,243.42,open,0.72,1
02/06/2017,244.14,close,-0.12,0
05/06/2017,244.02,open,-0.05,0
05/06/2017,243.97,close,-0.63,0
06/06/2017,243.34,open,-0.09,0
06/06/2017,243.25,close,0.35,1
07/06/2017,243.6,open,0.0692,1
07/06/2017,243.6692,close,0.1008,1
08/06/2017,243.77,open,-0.04,0
08/06/2017,243.73,close,0.36,1
09/06/2017,244.09,open,-0.5692,0
09/06/2017,243.5208,close,-0.3908,0
12/06/2017,243.13,open,0.22,1
12/06/2017,243.35,close,0.63,1
13/06/2017,243.98,open,0.5,1
13/06/2017,244.48,close,0.38,1
14/06/2017,244.86,open,-0.6,0
14/06/2017,244.26,close,-1.58,0
15/06/2017,242.68,open,1.0897,1
15/06/2017,243.7697,close,-0.9997,0
16/06/2017,242.77,open,-0.13,0
16/06/2017,242.64,close,0.95,1
19/06/2017,243.59,open,1.06,1
19/06/2017,244.65,close,-0.4,0
20/06/2017,244.25,open,-1.1908,0
20/06/2017,243.0592,close,0.3608,1
21/06/2017,243.42,open,-0.48,0
21/06/2017,242.94,close,0.02,1
22/06/2017,242.96,open,-0.13,0
22/06/2017,242.83,close,0.08,1
23/06/2017,242.91,open,0.25,1
23/06/2017,243.16,close,0.74,1
26/06/2017,243.9,open,-0.64,0
26/06/2017,243.26,close,-0.22,0
27/06/2017,243.04,open,-1.67,0
27/06/2017,241.37,close,1.13,1
28/06/2017,242.5,open,0.97,1
28/06/2017,243.47,close,0.19,1
29/06/2017,243.66,open,-2.27,0
29/06/2017,241.39,close,0.89,1
30/06/2017,242.28,open,-0.49,0
30/06/2017,241.79,close,1.09,1
03/07/2017,242.88,open,-0.56,0
03/07/2017,242.32,close,0.31,1
05/07/2017,242.63,open,0.11,1
05/07/2017,242.74,close,-0.85,0
06/07/2017,241.89,open,-1.31,0
06/07/2017,240.58,close,0.63,1
07/07/2017,241.21,open,0.89,1
07/07/2017,242.1,close,-0.15,0
10/07/2017,241.95,open,0.4,1
10/07/2017,242.35,close,-0.19,0
11/07/2017,242.16,open,0.02,1
11/07/2017,242.18,close,1.12,1
12/07/2017,243.3,open,0.64,1
12/07/2017,243.94,close,0.08,1
13/07/2017,244.02,open,0.4,1
13/07/2017,244.42,close,0.01,1
14/07/2017,244.43,open,1.08,1
14/07/2017,245.51,close,-0.04,0
17/07/2017,245.47,open,0.05,1
17/07/2017,245.52,close,-0.46,0
18/07/2017,245.06,open,0.6097,1
18/07/2017,245.6697,close,0.3503,1
19/07/2017,246.02,open,0.94,1
19/07/2017,246.96,close,0.32,1
20/07/2017,247.28,open,-0.24,0
20/07/2017,247.04,close,-0.6,0
21/07/2017,246.44,open,0.39,1
21/07/2017,246.83,close,-0.04,0
24/07/2017,246.79,open,0,1
24/07/2017,246.79,close,0.9,1
25/07/2017,247.69,open,-0.32,0
25/07/2017,247.37,close,0.38,1
26/07/2017,247.75,open,-0.33,0
26/07/2017,247.42,close,0.54,1
27/07/2017,247.96,open,-0.7308,0
27/07/2017,247.2292,close,-0.5792,0
28/07/2017,246.65,open,0.24,1
28/07/2017,246.89,close,0.48,1
31/07/2017,247.37,open,-0.58,0
31/07/2017,246.79,close,0.67,1
01/08/2017,247.46,open,-0.16,0
01/08/2017,247.3,close,0.17,1
02/08/2017,247.47,open,-0.05,0
02/08/2017,247.42,close,-0.11,0
03/08/2017,247.31,open,-0.33,0
03/08/2017,246.98,close,0.54,1
04/08/2017,247.52,open,-0.13,0
04/08/2017,247.39,close,0.1,1
07/08/2017,247.49,open,0.35,1
07/08/2017,247.84,close,-0.33,0
08/08/2017,247.51,open,-0.24,0
08/08/2017,247.27,close,-0.8,0
09/08/2017,246.47,open,0.8,1
09/08/2017,247.27,close,-0.98,0
10/08/2017,246.29,open,-2.5301,0
10/08/2017,243.7599,close,0.2601,1
11/08/2017,244.02,open,0.09,1
11/08/2017,244.11,close,1.48,1
14/08/2017,245.59,open,0.91,1
14/08/2017,246.5,close,0.48,1
15/08/2017,246.98,open,-0.45,0
15/08/2017,246.53,close,0.58,1
16/08/2017,247.11,open,-0.15,0
16/08/2017,246.96,close,-0.72,0
17/08/2017,246.24,open,-3.1,0
17/08/2017,243.14,close,-0.24,0
18/08/2017,242.9,open,-0.19,0
18/08/2017,242.71,close,-0.07,0
21/08/2017,242.64,open,0.28,1
21/08/2017,242.92,close,0.65,1
22/08/2017,243.57,open,1.81,1
22/08/2017,245.38,close,-1.05,0
23/08/2017,244.33,open,0.2397,1
23/08/2017,244.5697,close,0.4303,1
24/08/2017,245,open,-0.955,0
24/08/2017,244.045,close,0.855,1
25/08/2017,244.9,open,-0.38,0
25/08/2017,244.52,close,0.65,1
28/08/2017,245.17,open,-0.57,0
28/08/2017,244.6,close,-1.54,0
29/08/2017,243.06,open,1.7997,1
29/08/2017,244.8597,close,-0.0297,0
30/08/2017,244.83,open,1.18,1
30/08/2017,246.01,close,0.71,1
31/08/2017,246.72,open,0.57,1
31/08/2017,247.29,close,0.63,1
01/09/2017,247.92,open,-0.02,0
01/09/2017,247.9,close,-0.64,0
05/09/2017,247.26,open,-1.13,0
05/09/2017,246.13,close,0.71,1
06/09/2017,246.84,open,0.05,1
06/09/2017,246.89,close,0.36,1
07/09/2017,247.25,open,-0.3747,0
07/09/2017,246.8753,close,-0.3353,0
08/09/2017,246.54,open,0,1
08/09/2017,246.54,close,1.5,1
11/09/2017,248.04,open,1.1,1
11/09/2017,249.14,close,0.49,1
12/09/2017,249.63,open,0.46,1
12/09/2017,250.09,close,-0.37,0
13/09/2017,249.72,open,0.45,1
13/09/2017,250.17,close,-0.37,0
14/09/2017,249.8,open,0.28,1
14/09/2017,250.08,close,-1.39,0
15/09/2017,248.69,open,0.54,1
15/09/2017,249.23,close,0.38,1
18/09/2017,249.61,open,0.1,1
18/09/2017,249.71,close,0.29,1
19/09/2017,250,open,-0.04,0
19/09/2017,249.96,close,0.11,1
20/09/2017,250.07,open,0,1
20/09/2017,250.07,close,-0.19,0
21/09/2017,249.88,open,-0.48,0
21/09/2017,249.4,close,-0.35,0
22/09/2017,249.05,open,0.4,1
22/09/2017,249.45,close,-0.3,0
25/09/2017,249.15,open,-0.18,0
25/09/2017,248.97,close,0.45,1
26/09/2017,249.42,open,-0.35,0
26/09/2017,249.07,close,0.81,1
27/09/2017,249.88,open,0.16,1
27/09/2017,250.04,close,-0.31,0
28/09/2017,249.73,open,0.6,1
28/09/2017,250.33,close,0.01,1
29/09/2017,250.34,open,0.82,1
29/09/2017,251.16,close,0.33,1
02/10/2017,251.49,open,0.79,1
02/10/2017,252.28,close,0.18,1
03/10/2017,252.46,open,0.39,1
03/10/2017,252.85,close,-0.16,0
04/10/2017,252.69,open,0.47,1
04/10/2017,253.16,close,0.38,1
05/10/2017,253.54,open,1.12,1
05/10/2017,254.66,close,-0.51,0
06/10/2017,254.15,open,0.28,1
06/10/2017,254.43,close,0.2,1
09/10/2017,254.63,open,-0.6608,0
09/10/2017,253.9692,close,0.6308,1
10/10/2017,254.6,open,-0.03,0
10/10/2017,254.57,close,-0.06,0
11/10/2017,254.51,open,0.47,1
11/10/2017,254.98,close,-0.32,0
12/10/2017,254.66,open,-0.05,0
12/10/2017,254.61,close,0.53,1
13/10/2017,255.14,open,-0.26,0
13/10/2017,254.88,close,0.33,1
16/10/2017,255.21,open,0.09,1
16/10/2017,255.3,close,-0.07,0
17/10/2017,255.23,open,0.2,1
17/10/2017,255.43,close,0.47,1
18/10/2017,255.9,open,-0.21,0
18/10/2017,255.69,close,-0.86,0
19/10/2017,254.83,open,0.9892,1
19/10/2017,255.8192,close,0.8808,1
20/10/2017,256.7,open,0.37,1
20/10/2017,257.07,close,0.44,1
23/10/2017,257.51,open,-1.35,0
23/10/2017,256.16,close,0.43,1
24/10/2017,256.59,open,-0.04,0
24/10/2017,256.55,close,-0.37,0
25/10/2017,256.18,open,-0.86,0
25/10/2017,255.32,close,0.67,1
26/10/2017,255.99,open,-0.51,0
26/10/2017,255.48,close,0.99,1
27/10/2017,256.47,open,1.2195,1
27/10/2017,257.6895,close,-0.6195,0
30/10/2017,257.07,open,-0.27,0
30/10/2017,256.8,close,0.38,1
31/10/2017,257.18,open,-0.06,0
31/10/2017,257.12,close,0.92,1
01/11/2017,258.04,open,-0.54,0
01/11/2017,257.5,close,-0.09,0
02/11/2017,257.41,open,0.21,1
02/11/2017,257.62,close,0.15,1
03/11/2017,257.77,open,0.68,1
03/11/2017,258.45,close,-0.15,0
06/11/2017,258.3,open,0.51,1
06/11/2017,258.81,close,0.16,1
07/11/2017,258.97,open,-0.27,0
07/11/2017,258.7,close,-0.23,0
08/11/2017,258.47,open,0.64,1
08/11/2017,259.11,close,-1.38,0
09/11/2017,257.73,open,0.4608,1
09/11/2017,258.1908,close,-0.4608,0
10/11/2017,257.73,open,0.37,1
10/11/2017,258.1,close,-0.8,0
13/11/2017,257.3,open,1.04,1
13/11/2017,258.34,close,-0.93,0
14/11/2017,257.41,open,0.34,1
14/11/2017,257.75,close,-1.13,0
15/11/2017,256.62,open,-0.2,0
15/11/2017,256.42,close,1.1,1
16/11/2017,257.52,open,1.02,1
16/11/2017,258.54,close,-0.32,0
17/11/2017,258.22,open,-0.35,0
17/11/2017,257.87,close,0.27,1
20/11/2017,258.14,open,0.14,1
20/11/2017,258.28,close,0.9,1
21/11/2017,259.18,open,0.75,1
21/11/2017,259.93,close,0.07,1
22/11/2017,260,open,-0.21,0
22/11/2017,259.79,close,0.53,1
24/11/2017,260.32,open,0.05,1
24/11/2017,260.37,close,0.04,1
27/11/2017,260.41,open,-0.18,0
27/11/2017,260.23,close,0.53,1
28/11/2017,260.76,open,2.07,1
28/11/2017,262.83,close,0.19,1
29/11/2017,263.02,open,-0.29,0
29/11/2017,262.73,close,1.03,1
30/11/2017,263.76,open,1.11,1
30/11/2017,264.87,close,-0.11,0
01/12/2017,264.76,open,-0.3,0
01/12/2017,264.46,close,1.85,1
04/12/2017,266.31,open,-2.2,0
04/12/2017,264.11,close,0.32,1
05/12/2017,264.43,open,-1.23,0
05/12/2017,263.2,close,-0.33,0
06/12/2017,262.87,open,0.36,1
06/12/2017,263.23,close,-0.14,0
07/12/2017,263.09,open,0.95,1
07/12/2017,264.04,close,0.95,1
08/12/2017,264.99,open,0.49,1
08/12/2017,265.48,close,0.08,1
11/12/2017,265.56,open,0.78,1
11/12/2017,266.34,close,0.23,1
12/12/2017,266.57,open,0.23,1
12/12/2017,266.8,close,0.25,1
13/12/2017,267.05,open,-0.31,0
13/12/2017,266.74,close,0.35,1
14/12/2017,267.09,open,-1.4,0
14/12/2017,265.69,close,-0.24,0
15/12/2017,265.45,open,1.08,1
15/12/2017,266.53,close,1.57,1
18/12/2017,268.1,open,0.13,1
18/12/2017,268.23,close,0.25,1
19/12/2017,268.48,open,-1.23,0
19/12/2017,267.25,close,1.02,1
20/12/2017,268.27,open,-1.17,0
20/12/2017,267.1,close,0.64,1
21/12/2017,267.74,open,-0.2,0
21/12/2017,267.54,close,0.06,1
22/12/2017,267.6,open,-0.11,0
22/12/2017,267.49,close,-0.44,0
26/12/2017,267.05,open,0.1,1
26/12/2017,267.15,close,0.23,1
27/12/2017,267.38,open,-0.03,0
27/12/2017,267.35,close,0.54,1
28/12/2017,267.89,open,-0.03,0
28/12/2017,267.86,close,0.67,1
29/12/2017,268.53,open,-1.59,0
29/12/2017,266.94,close,0.9,1
02/01/2018,267.84,open,0.93,1
02/01/2018,268.77,close,0.19,1
03/01/2018,268.96,open,1.51,1
03/01/2018,270.47,close,0.73,1
04/01/2018,271.2,open,0.37,1
04/01/2018,271.57,close,0.94,1
05/01/2018,272.51,open,0.89,1
05/01/2018,273.4,close,-0.08,0
08/01/2018,273.32,open,0.59,1
08/01/2018,273.91,close,0.49,1
09/01/2018,274.4,open,0.13,1
09/01/2018,274.53,close,-0.84,0
10/01/2018,273.69,open,0.39,1
10/01/2018,274.08,close,0.67,1
11/01/2018,274.75,open,1.34,1
11/01/2018,276.09,close,0.33,1
12/01/2018,276.42,open,1.52,1
12/01/2018,277.94,close,1.41,1
16/01/2018,279.35,open,-2.29,0
16/01/2018,277.06,close,0.98,1
17/01/2018,278.04,open,1.57,1
17/01/2018,279.61,close,-0.13,0
18/01/2018,279.48,open,-0.3,0
18/01/2018,279.18,close,0.62,1
19/01/2018,279.8,open,0.59,1
19/01/2018,280.39,close,-0.22,0
22/01/2018,280.17,open,2.5,1
22/01/2018,282.67,close,0.07,1
23/01/2018,282.74,open,0.5,1
23/01/2018,283.24,close,0.78,1
24/01/2018,284.02,open,-0.9,0
24/01/2018,283.12,close,1.04,1
25/01/2018,284.16,open,-0.86,0
25/01/2018,283.3,close,0.95,1
26/01/2018,284.25,open,2.31,1
26/01/2018,286.56,close,-0.63,0
29/01/2018,285.93,open,-1.29,0
29/01/2018,284.64,close,-2.05,0
30/01/2018,282.59,open,-0.96,0
30/01/2018,281.63,close,1.1,1
31/01/2018,282.73,open,-0.82,0
31/01/2018,281.91,close,-0.83,0
01/02/2018,281.08,open,0.6,1
01/02/2018,281.68,close,-1.6,0
02/02/2018,280.08,open,-4.57,0
02/02/2018,275.51,close,-2.06,0
05/02/2018,273.45,open,-9.34,0
05/02/2018,264.11,close,-4.17,0
06/02/2018,259.94,open,9.12,1
06/02/2018,269.06,close,-0.56,0
07/02/2018,268.5,open,-0.83,0
07/02/2018,267.67,close,0.34,1
08/02/2018,268.01,open,-10.24,0
08/02/2018,257.77,close,3.03,1
09/02/2018,260.8,open,0.94,1
09/02/2018,261.74,close,2.08,1
12/02/2018,263.82,open,1.5,1
12/02/2018,265.32,close,-1.35,0
13/02/2018,263.97,open,2.08,1
13/02/2018,266.05,close,-1.74,0
14/02/2018,264.31,open,5.36,1
14/02/2018,269.67,close,1.9,1
15/02/2018,271.57,open,1.36,1
15/02/2018,272.93,close,-0.61,0
16/02/2018,272.32,open,0.84,1
16/02/2018,273.16,close,-1.13,0
20/02/2018,272.03,open,-0.59,0
20/02/2018,271.44,close,0.45,1
21/02/2018,271.89,open,-1.92,0
21/02/2018,269.97,close,1.13,1
22/02/2018,271.1,open,-0.84,0
22/02/2018,270.26,close,1.53,1
23/02/2018,271.79,open,2.86,1
23/02/2018,274.65,close,1.28,1
26/02/2018,275.93,open,1.98,1
26/02/2018,277.91,close,0.2,1
27/02/2018,278.11,open,-3.73,0
27/02/2018,274.38,close,1.3,1
28/02/2018,275.68,open,-4.27,0
28/02/2018,271.41,close,0,1
01/03/2018,271.41,open,-3.69,0
01/03/2018,267.72,close,-1.92,0
02/03/2018,265.8,open,3.3,1
02/03/2018,269.1,close,-1.37,0
05/03/2018,267.73,open,4.39,1
05/03/2018,272.12,close,1.18,1
06/03/2018,273.3,open,-0.47,0
06/03/2018,272.83,close,-2.41,0
07/03/2018,270.42,open,2.41,1
07/03/2018,272.83,close,0.72,1
08/03/2018,273.55,open,0.48,1
08/03/2018,274.03,close,1.67,1
09/03/2018,275.7,open,3.06,1
09/03/2018,278.76,close,0.44,1
12/03/2018,279.2,open,-0.66,0
12/03/2018,278.54,close,1.3,1
13/03/2018,279.84,open,-3.12,0
13/03/2018,276.72,close,1.09,1
14/03/2018,277.81,open,-2.56,0
14/03/2018,275.25,close,0.63,1
15/03/2018,275.88,open,-0.85,0
15/03/2018,275.03,close,-0.53,0
16/03/2018,274.5,open,-0.28,0
16/03/2018,274.22,close,-0.87,0
19/03/2018,273.35,open,-2.74,0
19/03/2018,270.61,close,0.33,1
20/03/2018,270.94,open,-0.01,0
20/03/2018,270.93,close,-0.03,0
21/03/2018,270.9,open,-0.5,0
21/03/2018,270.4,close,-2.49,0
22/03/2018,267.91,open,-4.2,0
22/03/2018,263.71,close,0.46,1
23/03/2018,264.17,open,-6.155,0
23/03/2018,258.015,close,4.115,1
26/03/2018,262.13,open,3.01,1
26/03/2018,265.14,close,1.03,1
27/03/2018,266.17,open,-5.41,0
27/03/2018,260.76,close,-0.01,0
28/03/2018,260.75,open,-0.9,0
28/03/2018,259.85,close,1.27,1
29/03/2018,261.12,open,2.31,1
29/03/2018,263.43,close,-0.88,0
02/04/2018,262.55,open,-5.03,0
02/04/2018,257.52,close,1.35,1
03/04/2018,258.87,open,1.86,1
03/04/2018,260.73,close,-4,0
04/04/2018,256.73,open,7.05,1
04/04/2018,263.78,close,1.77,1
05/04/2018,265.55,open,0.04,1
05/04/2018,265.59,close,-2.17,0
06/04/2018,263.42,open,-3.72,0
06/04/2018,259.7,close,1.67,1
09/04/2018,261.37,open,-0.54,0
09/04/2018,260.83,close,3.44,1
10/04/2018,264.27,open,0.82,1
10/04/2018,265.09,close,-1.62,0
11/04/2018,263.47,open,0.24,1
11/04/2018,263.71,close,1.55,1
12/04/2018,265.26,open,0.6403,1
12/04/2018,265.9003,close,1.5097,1
13/04/2018,267.41,open,-2.3,0
13/04/2018,265.11,close,1.89,1
16/04/2018,267,open,0.37,1
16/04/2018,267.37,close,1.96,1
17/04/2018,269.33,open,0.8,1
17/04/2018,270.13,close,0.56,1
18/04/2018,270.69,open,-0.32,0
18/04/2018,270.37,close,-0.72,0
19/04/2018,269.65,open,-0.78,0
19/04/2018,268.87,close,-0.06,0
20/04/2018,268.81,open,-2.15,0
20/04/2018,266.66,close,0.59,1
23/04/2018,267.25,open,-0.68,0
23/04/2018,266.57,close,1.16,1
24/04/2018,267.73,open,-4.69,0
24/04/2018,263.04,close,-0.13,0
25/04/2018,262.91,open,0.72,1
25/04/2018,263.63,close,1.16,1
26/04/2018,264.79,open,1.45,1
26/04/2018,266.24,close,0.76,1
27/04/2018,267,open,-0.42,0
27/04/2018,266.58,close,0.68,1
30/04/2018,267.26,open,-2.73,0
30/04/2018,264.53,close,-0.66,0
01/05/2018,263.87,open,1.09,1
01/05/2018,264.96,close,-0.2,0
02/05/2018,264.76,open,-1.59,0
02/05/2018,263.17,close,-0.91,0
03/05/2018,262.26,open,0.33,1
03/05/2018,262.59,close,-1.07,0
04/05/2018,261.52,open,4.4,1
04/05/2018,265.92,close,0.97,1
07/05/2018,266.89,open,0.03,1
07/05/2018,266.92,close,-0.42,0
08/05/2018,266.5,open,0.39,1
08/05/2018,266.89,close,0.79,1
09/05/2018,267.68,open,1.79,1
09/05/2018,269.47,close,0.87,1
10/05/2018,270.34,open,1.66,1
10/05/2018,272,close,0.16,1
11/05/2018,272.16,open,0.48,1
11/05/2018,272.64,close,0.7,1
14/05/2018,273.34,open,-0.39,0
14/05/2018,272.95,close,-1.36,0
15/05/2018,271.59,open,-0.56,0
15/05/2018,271.03,close,0.11,1
16/05/2018,271.14,open,1.01,1
16/05/2018,272.15,close,-0.21,0
17/05/2018,271.94,open,0.07,1
17/05/2018,272.01,close,-0.39,0
18/05/2018,271.62,open,-0.28,0
18/05/2018,271.34,close,1.67,1
21/05/2018,273.01,open,0.35,1
21/05/2018,273.36,close,0.58,1
22/05/2018,273.94,open,-1.36,0
22/05/2018,272.58,close,-1.41,0
23/05/2018,271.17,open,2.2,1
23/05/2018,273.37,close,-0.46,0
24/05/2018,272.91,open,-0.07,0
24/05/2018,272.84,close,-0.69,0
25/05/2018,272.15,open,0.06,1
25/05/2018,272.21,close,-1.9,0
29/05/2018,270.31,open,-1.19,0
29/05/2018,269.12,close,1.38,1
30/05/2018,270.5,open,2.09,1
30/05/2018,272.59,close,-0.44,0
31/05/2018,272.15,open,-1.34,0
31/05/2018,270.81,close,1.6,1
01/06/2018,272.41,open,1.2,1
01/06/2018,273.61,close,0.92,1
04/06/2018,274.53,open,0.36,1
04/06/2018,274.89,close,0.15,1
05/06/2018,275.04,open,0.15,1
05/06/2018,275.19,close,0.6,1
06/06/2018,275.79,open,1.64,1
06/06/2018,277.43,close,0.52,1
07/06/2018,277.95,open,-0.58,0
07/06/2018,277.37,close,-0.52,0
08/06/2018,276.85,open,1.37,1
08/06/2018,278.22,close,0.22,1
11/06/2018,278.44,open,0.14,1
11/06/2018,278.58,close,0.45,1
12/06/2018,279.03,open,-0.06,0
12/06/2018,278.97,close,0.22,1
13/06/2018,279.19,open,-1.18,0
13/06/2018,278.01,close,1,1
14/06/2018,279.01,open,-0.33,0
14/06/2018,278.68,close,-2.07,0
15/06/2018,276.61,open,0.42,1
15/06/2018,277.03,close,-1.54,0
18/06/2018,275.49,open,1.1,1
18/06/2018,276.59,close,-2.59,0
19/06/2018,274,open,1.48,1
19/06/2018,275.48,close,0.78,1
20/06/2018,276.26,open,-0.25,0
20/06/2018,276.01,close,-0.05,0
21/06/2018,275.96,open,-1.72,0
21/06/2018,274.24,close,1.42,1
22/06/2018,275.66,open,-0.9,0
22/06/2018,274.76,close,-1.32,0
25/06/2018,273.44,open,-2.37,0
25/06/2018,271.07,close,0.57,1
26/06/2018,271.64,open,-0.06,0
26/06/2018,271.58,close,0.68,1
27/06/2018,272.26,open,-2.46,0
27/06/2018,269.8,close,-0.51,0
28/06/2018,269.29,open,1.62,1
28/06/2018,270.91,close,1.21,1
29/06/2018,272.12,open,-0.78,0
29/06/2018,271.34,close,-1.83,0
02/07/2018,269.51,open,2.33,1
02/07/2018,271.84,close,1.03,1
03/07/2018,272.87,open,-1.99,0
03/07/2018,270.88,close,1.29,1
05/07/2018,272.17,open,0.85,1
05/07/2018,273.02,close,0.12,1
06/07/2018,273.14,open,2.22,1
06/07/2018,275.36,close,1.19,1
09/07/2018,276.55,open,1.35,1
09/07/2018,277.9,close,0.51,1
10/07/2018,278.41,open,0.4,1
10/07/2018,278.81,close,-1.66,0
11/07/2018,277.15,open,-0.24,0
11/07/2018,276.91,close,1.37,1
12/07/2018,278.28,open,1.01,1
12/07/2018,279.29,close,-0.12,0
13/07/2018,279.17,open,0.39,1
13/07/2018,279.56,close,0.08,1
16/07/2018,279.64,open,-0.25,0
16/07/2018,279.39,close,-0.92,0
17/07/2018,278.47,open,1.96,1
17/07/2018,280.43,close,0.13,1
18/07/2018,280.56,open,0.5,1
18/07/2018,281.06,close,-0.75,0
19/07/2018,280.31,open,-0.35,0
19/07/2018,279.96,close,-0.19,0
20/07/2018,279.77,open,-0.05,0
20/07/2018,279.72,close,-0.27,0
23/07/2018,279.45,open,0.79,1
23/07/2018,280.24,close,1.55,1
24/07/2018,281.79,open,-0.24,0
24/07/2018,281.55,close,-0.22,0
25/07/2018,281.33,open,2.81,1
25/07/2018,284.14,close,-0.94,0
26/07/2018,283.2,open,0.1,1
26/07/2018,283.3,close,0.41,1
27/07/2018,283.71,open,-2.25,0
27/07/2018,281.46,close,0.05,1
30/07/2018,281.51,open,-1.61,0
30/07/2018,279.9,close,0.8,1
31/07/2018,280.7,open,0.49,1
31/07/2018,281.19,close,0.37,1
01/08/2018,281.56,open,-0.67,0
01/08/2018,280.89,close,-1.5,0
02/08/2018,279.39,open,2.97,1
02/08/2018,282.36,close,0.17,1
03/08/2018,282.53,open,1.09,1
03/08/2018,283.62,close,0.02,1
06/08/2018,283.64,open,1.02,1
06/08/2018,284.66,close,0.73,1
07/08/2018,285.39,open,0.19,1
07/08/2018,285.58,close,-0.19,0
08/08/2018,285.39,open,0.05,1
08/08/2018,285.44,close,0.09,1
09/08/2018,285.53,open,-0.44,0
09/08/2018,285.09,close,-1.64,0
10/08/2018,283.45,open,-0.29,0
10/08/2018,283.16,close,0.31,1
13/08/2018,283.47,open,-1.39,0
13/08/2018,282.08,close,0.84,1
14/08/2018,282.92,open,0.9,1
14/08/2018,283.82,close,-1.44,0
15/08/2018,282.38,open,-0.63,0
15/08/2018,281.75,close,1.65,1
16/08/2018,283.4,open,0.68,1
16/08/2018,284.08,close,-0.25,0
17/08/2018,283.83,open,1.19,1
17/08/2018,285.02,close,0.55,1
20/08/2018,285.57,open,0.11,1
20/08/2018,285.68,close,0.57,1
21/08/2018,286.25,open,0.02,1
21/08/2018,286.27,close,-0.39,0
22/08/2018,285.88,open,0.33,1
22/08/2018,286.21,close,-0.24,0
23/08/2018,285.97,open,-0.18,0
23/08/2018,285.79,close,0.65,1
24/08/2018,286.44,open,1.08,1
24/08/2018,287.52,close,1.34,1
27/08/2018,288.86,open,0.87,1
27/08/2018,289.73,close,0.57,1
28/08/2018,290.3,open,-0.4605,0
28/08/2018,289.8395,close,0.3205,1
29/08/2018,290.16,open,1.29,1
29/08/2018,291.45,close,-0.51,0
30/08/2018,290.94,open,-0.62,0
30/08/2018,290.32,close,-0.48,0
31/08/2018,289.84,open,0.43,1
31/08/2018,290.27,close,-0.43,0
04/09/2018,289.84,open,0,1
04/09/2018,289.84,close,-0.43,0
05/09/2018,289.41,open,-0.34,0
05/09/2018,289.07,close,0.08,1
06/09/2018,289.15,open,-0.99,0
06/09/2018,288.16,close,-1.18,0
07/09/2018,286.98,open,0.55,1
07/09/2018,287.53,close,1.21,1
10/09/2018,288.74,open,-0.65,0
10/09/2018,288.09,close,-0.72,0
11/09/2018,287.37,open,1.76,1
11/09/2018,289.13,close,-0.07,0
12/09/2018,289.06,open,0.12,1
12/09/2018,289.18,close,1.14,1
13/09/2018,290.32,open,0.48,1
13/09/2018,290.8,close,0.26,1
14/09/2018,291.06,open,-0.14,0
14/09/2018,290.92,close,-0.1,0
17/09/2018,290.82,open,-1.42,0
17/09/2018,289.4,close,0.18,1
18/09/2018,289.58,open,1.34,1
18/09/2018,290.92,close,0.06,1
19/09/2018,290.98,open,0.27,1
19/09/2018,291.25,close,1.39,1
20/09/2018,292.64,open,0.89,1
20/09/2018,293.53,close,-0.44,0
21/09/2018,293.09,open,-1.05,0
21/09/2018,292.04,close,-0.63,0
24/09/2018,291.41,open,-0.33,0
24/09/2018,291.08,close,0.45,1
25/09/2018,291.53,open,-0.83,0
25/09/2018,290.7,close,0.21,1
26/09/2018,290.91,open,-1.105,0
26/09/2018,289.805,close,0.605,1
27/09/2018,290.41,open,0.27,1
27/09/2018,290.68,close,-0.69,0
28/09/2018,289.99,open,0.58,1
28/09/2018,290.57,close,1.54,1
01/10/2018,292.11,open,-0.41,0
01/10/2018,291.7,close,-0.14,0
02/10/2018,291.56,open,0.05,1
02/10/2018,291.61,close,1.13,1
03/10/2018,292.74,open,-0.98,0
